"des","px","pz","stand","pitcher_name"
"Called Strike",0.141,1.973,"Left-handed Batter","Max Scherzer"
"Ball",0.329,-0.02,"Left-handed Batter","Max Scherzer"
"Ball",0.773,1.741,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.837,2.439,"Right-handed Batter","Max Scherzer"
"Ball",1.373,2.351,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.09,1.75,"Left-handed Batter","Max Scherzer"
"Ball",1.199,1.619,"Right-handed Batter","Max Scherzer"
"Ball",-1.509,1.358,"Left-handed Batter","Max Scherzer"
"Ball",0.061,1.296,"Left-handed Batter","Max Scherzer"
"Ball",1.166,2.324,"Right-handed Batter","Max Scherzer"
"Ball",0.649,1.622,"Right-handed Batter","Max Scherzer"
"Ball",1.524,1.966,"Right-handed Batter","Max Scherzer"
"Called Strike",0.419,1.888,"Right-handed Batter","Max Scherzer"
"Ball",-0.591,0.505,"Right-handed Batter","Max Scherzer"
"Ball",1.637,1.024,"Right-handed Batter","Max Scherzer"
"Ball",0.758,2.209,"Left-handed Batter","Max Scherzer"
"Ball",0.048,1.21,"Left-handed Batter","Max Scherzer"
"Ball",0.594,1.245,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.855,1.817,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.48,1.769,"Left-handed Batter","Max Scherzer"
"Ball",-1.998,2.089,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.215,2.502,"Left-handed Batter","Max Scherzer"
"Ball",-0.795,0.797,"Left-handed Batter","Max Scherzer"
"Ball",-1.345,4.001,"Left-handed Batter","Max Scherzer"
"Ball",1.299,2.337,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.015,2.091,"Right-handed Batter","Max Scherzer"
"Ball",1.058,1.983,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.771,2.987,"Right-handed Batter","Max Scherzer"
"Ball",0.657,2.952,"Right-handed Batter","Max Scherzer"
"Ball",-0.176,3.356,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.338,2.334,"Right-handed Batter","Max Scherzer"
"Ball",1.792,0.535,"Right-handed Batter","Max Scherzer"
"Called Strike",0.795,2.607,"Right-handed Batter","Max Scherzer"
"Ball",-1.529,1.939,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.894,1.614,"Left-handed Batter","Max Scherzer"
"Ball",1.455,1.895,"Right-handed Batter","Max Scherzer"
"Called Strike",0.876,2.377,"Right-handed Batter","Max Scherzer"
"Ball",-1.417,3.323,"Left-handed Batter","Max Scherzer"
"Ball",0.682,1.719,"Left-handed Batter","Max Scherzer"
"Ball",0.707,1.49,"Left-handed Batter","Max Scherzer"
"Called Strike",0.271,1.689,"Left-handed Batter","Max Scherzer"
"Ball",-0.154,1.226,"Left-handed Batter","Max Scherzer"
"Ball",-0.417,1.248,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.115,1.693,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.73,1.752,"Right-handed Batter","Max Scherzer"
"Called Strike",0.62,1.847,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.233,2.251,"Right-handed Batter","Max Scherzer"
"Called Strike",0.318,2.501,"Left-handed Batter","Max Scherzer"
"Ball",-1.214,3.278,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.917,1.558,"Left-handed Batter","Max Scherzer"
"Ball",-0.049,0.742,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.314,2.497,"Left-handed Batter","Max Scherzer"
"Ball",-0.03,-0.327,"Left-handed Batter","Max Scherzer"
"Ball",-1.614,2.996,"Left-handed Batter","Max Scherzer"
"Ball",-2.246,2.922,"Left-handed Batter","Max Scherzer"
"Ball",-1.77,2.733,"Left-handed Batter","Max Scherzer"
"Ball",-1.889,2.855,"Left-handed Batter","Max Scherzer"
"Ball",1.229,1.732,"Right-handed Batter","Max Scherzer"
"Ball",1.081,1.82,"Right-handed Batter","Max Scherzer"
"Called Strike",0.907,1.827,"Right-handed Batter","Max Scherzer"
"Ball",-0.285,1.489,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.106,2.799,"Right-handed Batter","Max Scherzer"
"Ball",-1.317,1.784,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.829,2.522,"Right-handed Batter","Max Scherzer"
"Called Strike",0.369,1.517,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.209,2.258,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.039,2.217,"Left-handed Batter","Max Scherzer"
"Called Strike",0.689,1.875,"Right-handed Batter","Max Scherzer"
"Ball",1.379,-0.137,"Right-handed Batter","Max Scherzer"
"Ball",1.572,0.544,"Right-handed Batter","Max Scherzer"
"Ball",-1.33,3.158,"Right-handed Batter","Max Scherzer"
"Called Strike",0.22,3.253,"Left-handed Batter","Max Scherzer"
"Ball",0.441,0.445,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.064,2.299,"Left-handed Batter","Max Scherzer"
"Ball",-1.433,2.283,"Right-handed Batter","Max Scherzer"
"Called Strike",0.394,2.08,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.075,2.063,"Right-handed Batter","Max Scherzer"
"Ball",-0.297,0.777,"Left-handed Batter","Max Scherzer"
"Called Strike",0.168,2.208,"Left-handed Batter","Max Scherzer"
"Ball",-1.595,2.262,"Left-handed Batter","Max Scherzer"
"Ball",1.357,1.115,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.16,2.952,"Left-handed Batter","Max Scherzer"
"Called Strike",0.246,1.677,"Right-handed Batter","Max Scherzer"
"Ball",-0.496,1.003,"Right-handed Batter","Max Scherzer"
"Ball",1.77,1.448,"Right-handed Batter","Max Scherzer"
"Ball",0.467,1.42,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.918,2.166,"Right-handed Batter","Max Scherzer"
"Ball",0.192,3.83,"Right-handed Batter","Max Scherzer"
"Ball",1.023,1.52,"Right-handed Batter","Max Scherzer"
"Ball",-2.031,3.214,"Left-handed Batter","Max Scherzer"
"Ball",-0.507,1.275,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.382,1.85,"Left-handed Batter","Max Scherzer"
"Ball",0.87,0.702,"Left-handed Batter","Max Scherzer"
"Ball",-1.721,2.776,"Left-handed Batter","Max Scherzer"
"Ball",-2.069,1.89,"Left-handed Batter","Max Scherzer"
"Ball",-1.509,3.382,"Left-handed Batter","Max Scherzer"
"Ball",-1.473,2.685,"Left-handed Batter","Max Scherzer"
"Ball",-1.796,1.946,"Left-handed Batter","Max Scherzer"
"Ball",-2.213,3.631,"Left-handed Batter","Max Scherzer"
"Ball",0.11,0.429,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.965,2.677,"Right-handed Batter","Max Scherzer"
"Ball",0.925,3.116,"Left-handed Batter","Max Scherzer"
"Ball",1.392,1.413,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.814,2.453,"Left-handed Batter","Max Scherzer"
"Ball",-1.845,2.808,"Left-handed Batter","Max Scherzer"
"Called Strike",0.314,2.253,"Right-handed Batter","Max Scherzer"
"Ball",2.719,0.207,"Right-handed Batter","Max Scherzer"
"Ball",1.568,1.017,"Right-handed Batter","Max Scherzer"
"Ball",1.243,1.133,"Right-handed Batter","Max Scherzer"
"Ball",-2.169,2.617,"Left-handed Batter","Max Scherzer"
"Ball",0.639,2.207,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.932,2.779,"Left-handed Batter","Max Scherzer"
"Ball",-1.529,2.355,"Left-handed Batter","Max Scherzer"
"Ball",-1.263,2.471,"Left-handed Batter","Max Scherzer"
"Ball",-1.215,3.051,"Left-handed Batter","Max Scherzer"
"Called Strike",0.712,2.036,"Right-handed Batter","Max Scherzer"
"Ball",-1.746,1.914,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.433,2.066,"Left-handed Batter","Max Scherzer"
"Ball",-1.939,2.049,"Left-handed Batter","Max Scherzer"
"Called Strike",0.27,2.939,"Left-handed Batter","Max Scherzer"
"Ball",-3.109,3.985,"Left-handed Batter","Max Scherzer"
"Ball",-0.42,3.441,"Right-handed Batter","Max Scherzer"
"Ball",1.548,1.846,"Right-handed Batter","Max Scherzer"
"Ball",-1.378,2.335,"Left-handed Batter","Max Scherzer"
"Called Strike",0.01,3.033,"Right-handed Batter","Max Scherzer"
"Ball",1.757,0.889,"Right-handed Batter","Max Scherzer"
"Ball",1.839,2.206,"Right-handed Batter","Max Scherzer"
"Ball",0.26,1.462,"Left-handed Batter","Max Scherzer"
"Ball",-2.353,3.231,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.1,1.869,"Left-handed Batter","Max Scherzer"
"Ball",-1.462,1.725,"Left-handed Batter","Max Scherzer"
"Ball",-1.168,0.732,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.797,3.32,"Left-handed Batter","Max Scherzer"
"Ball",-2.133,3.374,"Left-handed Batter","Max Scherzer"
"Ball",-1.202,2.846,"Left-handed Batter","Max Scherzer"
"Ball",0.789,1.856,"Left-handed Batter","Max Scherzer"
"Ball",-0.838,1.005,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.043,2.946,"Left-handed Batter","Max Scherzer"
"Ball",-0.542,1.414,"Left-handed Batter","Max Scherzer"
"Ball",1.414,2.658,"Right-handed Batter","Max Scherzer"
"Ball",-2.477,3.857,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.467,1.771,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.274,2.764,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.12,2.681,"Right-handed Batter","Max Scherzer"
"Ball",3.116,0.627,"Right-handed Batter","Max Scherzer"
"Ball",0.462,1.818,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.043,2.266,"Left-handed Batter","Max Scherzer"
"Ball",-1.729,2.442,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.349,2.205,"Left-handed Batter","Max Scherzer"
"Ball",-1.552,1.462,"Left-handed Batter","Max Scherzer"
"Ball",-1.725,1.959,"Left-handed Batter","Max Scherzer"
"Ball",-1.363,1.962,"Left-handed Batter","Max Scherzer"
"Ball",-1.158,2.361,"Left-handed Batter","Max Scherzer"
"Ball",-1.904,1.816,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.361,3.159,"Left-handed Batter","Max Scherzer"
"Ball",-1.982,2.453,"Left-handed Batter","Max Scherzer"
"Ball",0.217,1.03,"Left-handed Batter","Max Scherzer"
"Ball",-1.359,2.474,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.625,2.634,"Left-handed Batter","Max Scherzer"
"Ball",-1.778,3.531,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.836,2.122,"Left-handed Batter","Max Scherzer"
"Ball",-1.416,2.405,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.227,2.346,"Left-handed Batter","Max Scherzer"
"Ball",-1.408,2.326,"Left-handed Batter","Max Scherzer"
"Ball",-1.315,2.073,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.029,1.866,"Left-handed Batter","Max Scherzer"
"Ball",1.006,1.201,"Left-handed Batter","Max Scherzer"
"Called Strike",0.158,2.067,"Left-handed Batter","Max Scherzer"
"Ball",-0.238,0.675,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.171,2.81,"Left-handed Batter","Max Scherzer"
"Ball",-0.521,0.771,"Left-handed Batter","Max Scherzer"
"Ball",-1.234,2.907,"Left-handed Batter","Max Scherzer"
"Ball",-0.888,3.663,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.995,2.76,"Left-handed Batter","Max Scherzer"
"Ball",-2.288,3.143,"Left-handed Batter","Max Scherzer"
"Ball",0.978,1.704,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.947,1.946,"Left-handed Batter","Max Scherzer"
"Ball",-0.307,1.185,"Left-handed Batter","Max Scherzer"
"Ball",-1.418,3.33,"Left-handed Batter","Max Scherzer"
"Ball",0.681,1.282,"Left-handed Batter","Max Scherzer"
"Ball",0.093,1.18,"Left-handed Batter","Max Scherzer"
"Ball",-0.159,0.876,"Left-handed Batter","Max Scherzer"
"Called Strike",0.088,1.454,"Left-handed Batter","Max Scherzer"
"Ball",-1.642,1.379,"Left-handed Batter","Max Scherzer"
"Ball",1.536,-0.459,"Left-handed Batter","Max Scherzer"
"Called Strike",0.574,2.529,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.326,1.696,"Left-handed Batter","Max Scherzer"
"Ball",-2.12,2.436,"Left-handed Batter","Max Scherzer"
"Ball",1.509,1.597,"Right-handed Batter","Max Scherzer"
"Ball",-0.066,3.759,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.405,1.976,"Right-handed Batter","Max Scherzer"
"Called Strike",0.473,2.25,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.859,1.943,"Left-handed Batter","Max Scherzer"
"Ball",-2.614,2.477,"Left-handed Batter","Max Scherzer"
"Ball",-1.188,2.012,"Left-handed Batter","Max Scherzer"
"Ball",-1.064,3.646,"Left-handed Batter","Max Scherzer"
"Ball",-2.073,3.536,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.413,2.295,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.756,2.677,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.068,2.152,"Left-handed Batter","Max Scherzer"
"Ball",0.281,0.416,"Left-handed Batter","Max Scherzer"
"Ball",0.426,-0.043,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.104,2.782,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.076,2.289,"Left-handed Batter","Max Scherzer"
"Ball",-1.694,3.076,"Left-handed Batter","Max Scherzer"
"Ball",0.573,0.53,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.503,2.085,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.33,2.298,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.938,2.257,"Left-handed Batter","Max Scherzer"
"Ball",0.36,1.922,"Left-handed Batter","Max Scherzer"
"Ball",0.406,1.378,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.196,2.379,"Left-handed Batter","Max Scherzer"
"Ball",-2.388,1.742,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.828,2.387,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.42,1.986,"Left-handed Batter","Max Scherzer"
"Ball",0.543,0.123,"Left-handed Batter","Max Scherzer"
"Ball",1.452,-0.473,"Left-handed Batter","Max Scherzer"
"Ball",-1.676,2.717,"Left-handed Batter","Max Scherzer"
"Ball",-1.405,1.832,"Left-handed Batter","Max Scherzer"
"Called Strike",0.158,2.181,"Right-handed Batter","Max Scherzer"
"Ball",1.261,1.984,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.447,3.19,"Left-handed Batter","Max Scherzer"
"Ball",-0.995,1.603,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.443,2.509,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.967,1.809,"Left-handed Batter","Max Scherzer"
"Ball",-1.954,3.303,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.17,2.379,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.708,3.781,"Right-handed Batter","Max Scherzer"
"Ball",-1.547,2.696,"Left-handed Batter","Max Scherzer"
"Ball",-1.541,1.551,"Left-handed Batter","Max Scherzer"
"Ball",-0.91,1.392,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.263,3.025,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.915,1.846,"Left-handed Batter","Max Scherzer"
"Called Strike",0.49,3.083,"Right-handed Batter","Max Scherzer"
"Ball",1.57,0.79,"Right-handed Batter","Max Scherzer"
"Ball",-1.931,3.245,"Left-handed Batter","Max Scherzer"
"Ball",-1.453,2.722,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.52,2.198,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.089,2.58,"Left-handed Batter","Max Scherzer"
"Ball",-1.402,2.479,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.713,1.821,"Left-handed Batter","Max Scherzer"
"Called Strike",0.638,3.132,"Right-handed Batter","Max Scherzer"
"Ball",1.232,2.247,"Right-handed Batter","Max Scherzer"
"Ball",-0.97,1.373,"Right-handed Batter","Max Scherzer"
"Ball",1.791,0.483,"Right-handed Batter","Max Scherzer"
"Ball",-0.02,0.998,"Left-handed Batter","Max Scherzer"
"Ball",0.367,1.524,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.24,1.878,"Left-handed Batter","Max Scherzer"
"Ball",0.236,-0.387,"Left-handed Batter","Max Scherzer"
"Ball",-1.703,3.476,"Left-handed Batter","Max Scherzer"
"Ball",1.225,1.028,"Left-handed Batter","Max Scherzer"
"Ball",-1.709,3.801,"Left-handed Batter","Max Scherzer"
"Ball",-2.034,4.319,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.618,2.898,"Left-handed Batter","Max Scherzer"
"Ball",-2.035,2.775,"Left-handed Batter","Max Scherzer"
"Ball",1.143,2.576,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.988,2.54,"Left-handed Batter","Max Scherzer"
"Ball",-1.686,3.313,"Left-handed Batter","Max Scherzer"
"Ball",-3.049,2.434,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.376,1.894,"Left-handed Batter","Max Scherzer"
"Called Strike",0.341,3.201,"Left-handed Batter","Max Scherzer"
"Ball",-1.892,2.874,"Left-handed Batter","Max Scherzer"
"Ball",-1.731,2.127,"Left-handed Batter","Max Scherzer"
"Called Strike",0.255,3.207,"Left-handed Batter","Max Scherzer"
"Ball",-1.059,2.874,"Left-handed Batter","Max Scherzer"
"Ball",1.737,-0.421,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.498,2.635,"Right-handed Batter","Max Scherzer"
"Ball",0.698,1.271,"Right-handed Batter","Max Scherzer"
"Ball",1.425,0.919,"Right-handed Batter","Max Scherzer"
"Ball",-2.206,3.816,"Left-handed Batter","Max Scherzer"
"Ball",-1.466,3.203,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.101,3.231,"Left-handed Batter","Max Scherzer"
"Ball",0.729,1.489,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.984,2.549,"Left-handed Batter","Max Scherzer"
"Ball",0.634,3.317,"Right-handed Batter","Max Scherzer"
"Ball",-1.49,3.856,"Right-handed Batter","Max Scherzer"
"Called Strike",0.334,2.794,"Right-handed Batter","Max Scherzer"
"Ball",1.259,2.357,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.658,3.371,"Right-handed Batter","Max Scherzer"
"Called Strike",0.549,2.707,"Right-handed Batter","Max Scherzer"
"Ball",1.997,1.924,"Right-handed Batter","Max Scherzer"
"Ball",1.648,2.418,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.503,2.464,"Left-handed Batter","Max Scherzer"
"Ball",-1.119,5.026,"Left-handed Batter","Max Scherzer"
"Ball",-1.873,4.583,"Left-handed Batter","Max Scherzer"
"Ball",-1.855,2.745,"Left-handed Batter","Max Scherzer"
"Ball",2.355,0.367,"Right-handed Batter","Max Scherzer"
"Called Strike",0.39,2.243,"Left-handed Batter","Max Scherzer"
"Ball",-1.228,2.364,"Left-handed Batter","Max Scherzer"
"Ball",0.612,1.91,"Left-handed Batter","Max Scherzer"
"Called Strike",0.584,1.837,"Right-handed Batter","Max Scherzer"
"Ball",0.967,3.122,"Right-handed Batter","Max Scherzer"
"Ball",1.888,0.647,"Right-handed Batter","Max Scherzer"
"Called Strike",0.197,2.671,"Left-handed Batter","Max Scherzer"
"Ball",-2.37,2.252,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.933,1.941,"Right-handed Batter","Max Scherzer"
"Ball",1.089,2.329,"Right-handed Batter","Max Scherzer"
"Ball",-1.26,1.367,"Right-handed Batter","Max Scherzer"
"Ball",0.794,2.685,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.969,2.969,"Left-handed Batter","Max Scherzer"
"Ball",-2.413,2.247,"Left-handed Batter","Max Scherzer"
"Ball",-1.134,1.972,"Right-handed Batter","Max Scherzer"
"Ball",0.958,2.339,"Right-handed Batter","Max Scherzer"
"Ball",-1.466,2.878,"Left-handed Batter","Max Scherzer"
"Ball",-1.865,2.566,"Left-handed Batter","Max Scherzer"
"Ball",-1.766,2.013,"Left-handed Batter","Max Scherzer"
"Ball",-1.124,2.856,"Right-handed Batter","Max Scherzer"
"Ball",-1.631,3.234,"Left-handed Batter","Max Scherzer"
"Ball",-0.458,1.358,"Left-handed Batter","Max Scherzer"
"Ball",1.018,1.838,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.032,2.511,"Left-handed Batter","Max Scherzer"
"Called Strike",0.12,2.164,"Left-handed Batter","Max Scherzer"
"Ball",-0.098,-0.366,"Left-handed Batter","Max Scherzer"
"Ball",0.513,1.538,"Left-handed Batter","Max Scherzer"
"Ball",-1.514,2.599,"Left-handed Batter","Max Scherzer"
"Ball",1.559,1.686,"Right-handed Batter","Max Scherzer"
"Ball",0.841,0.261,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.852,2.834,"Left-handed Batter","Max Scherzer"
"Ball",-1.644,3.403,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.888,1.795,"Left-handed Batter","Max Scherzer"
"Ball",1.031,1.081,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.813,2.54,"Right-handed Batter","Max Scherzer"
"Ball",0.048,0.107,"Right-handed Batter","Max Scherzer"
"Called Strike",0.173,1.42,"Right-handed Batter","Max Scherzer"
"Ball",0.659,1.334,"Right-handed Batter","Max Scherzer"
"Ball",-1.466,2.057,"Right-handed Batter","Max Scherzer"
"Ball",1.028,1.841,"Left-handed Batter","Max Scherzer"
"Ball",-1.125,3.524,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.609,2.348,"Left-handed Batter","Max Scherzer"
"Ball",1.05,1.406,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.624,2.355,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.753,1.637,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.784,2.008,"Left-handed Batter","Max Scherzer"
"Ball",-1.663,3.545,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.452,2.655,"Left-handed Batter","Max Scherzer"
"Called Strike",0.034,2.975,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.131,2.441,"Left-handed Batter","Max Scherzer"
"Ball",0.77,2.948,"Left-handed Batter","Max Scherzer"
"Ball",0.059,0.485,"Left-handed Batter","Max Scherzer"
"Ball",1.467,1.653,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.159,2.508,"Left-handed Batter","Max Scherzer"
"Ball",-1.348,2.247,"Left-handed Batter","Max Scherzer"
"Ball",-1.261,2.792,"Left-handed Batter","Max Scherzer"
"Called Strike",0.346,2.317,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.729,2.909,"Right-handed Batter","Max Scherzer"
"Called Strike",0.85,2.26,"Right-handed Batter","Max Scherzer"
"Called Strike",0.347,1.978,"Right-handed Batter","Max Scherzer"
"Ball",-0.78,1.839,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.1,2.5,"Right-handed Batter","Max Scherzer"
"Called Strike",0.58,2.64,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.37,2.204,"Left-handed Batter","Max Scherzer"
"Ball",-0.57,1.389,"Left-handed Batter","Max Scherzer"
"Ball",-1.248,3.094,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.78,1.89,"Left-handed Batter","Max Scherzer"
"Ball",-0.09,1.29,"Left-handed Batter","Max Scherzer"
"Ball",0.51,2.22,"Left-handed Batter","Max Scherzer"
"Ball",1.2,0.74,"Left-handed Batter","Max Scherzer"
"Ball",-0.03,1.37,"Left-handed Batter","Max Scherzer"
"Ball",0.79,2.05,"Left-handed Batter","Max Scherzer"
"Ball",-1.88,2.5,"Left-handed Batter","Max Scherzer"
"Ball",-1.54,2.92,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.94,1.94,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.18,2.28,"Left-handed Batter","Max Scherzer"
"Ball",-1.32,2.68,"Left-handed Batter","Max Scherzer"
"Ball",-1.766,2.476,"Left-handed Batter","Max Scherzer"
"Ball",-0.39,0.92,"Left-handed Batter","Max Scherzer"
"Called Strike",0.417,2.423,"Left-handed Batter","Max Scherzer"
"Ball",-1.014,2.389,"Left-handed Batter","Max Scherzer"
"Called Strike",0.074,2.571,"Left-handed Batter","Max Scherzer"
"Ball",-1.628,3.719,"Left-handed Batter","Max Scherzer"
"Called Strike",0.421,2.269,"Left-handed Batter","Max Scherzer"
"Ball",1.236,0.15,"Left-handed Batter","Max Scherzer"
"Ball",-1.114,1.231,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.66,2.04,"Left-handed Batter","Max Scherzer"
"Ball",-0.98,2.55,"Left-handed Batter","Max Scherzer"
"Ball",-1.349,2.752,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.737,2.548,"Left-handed Batter","Max Scherzer"
"Ball",0.764,0.438,"Left-handed Batter","Max Scherzer"
"Called Strike",-1.06,2.2,"Left-handed Batter","Max Scherzer"
"Ball",-1.83,3.28,"Left-handed Batter","Max Scherzer"
"Ball",0.78,-0.46,"Left-handed Batter","Max Scherzer"
"Ball",-1.82,3.05,"Left-handed Batter","Max Scherzer"
"Ball",1.088,2.126,"Right-handed Batter","Max Scherzer"
"Called Strike",0.17,2.825,"Right-handed Batter","Max Scherzer"
"Ball",1.24,2.296,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.283,1.986,"Right-handed Batter","Max Scherzer"
"Ball",1.024,1.929,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.758,2.306,"Right-handed Batter","Max Scherzer"
"Called Strike",0.965,2.089,"Right-handed Batter","Max Scherzer"
"Called Strike",0.599,2.681,"Right-handed Batter","Max Scherzer"
"Called Strike",0.889,2.472,"Right-handed Batter","Max Scherzer"
"Ball",1.289,1.902,"Right-handed Batter","Max Scherzer"
"Ball",1.506,1.559,"Right-handed Batter","Max Scherzer"
"Called Strike",-0.63,2.84,"Left-handed Batter","Max Scherzer"
"Ball",-0.91,0.57,"Left-handed Batter","Max Scherzer"
"Ball",-0.03,1.21,"Left-handed Batter","Max Scherzer"
"Ball",0.98,0.77,"Left-handed Batter","Max Scherzer"
"Ball",-1.35,2.79,"Left-handed Batter","Max Scherzer"
"Ball",-1.471,2.106,"Left-handed Batter","Max Scherzer"
"Ball",-1.105,1.347,"Left-handed Batter","Max Scherzer"
"Ball",0.243,1.344,"Left-handed Batter","Max Scherzer"
"Ball",1.2,1.49,"Left-handed Batter","Max Scherzer"
"Ball",-1.42,3.12,"Left-handed Batter","Max Scherzer"
"Ball",-2.04,2.67,"Left-handed Batter","Max Scherzer"
"Ball",-0.826,1.539,"Left-handed Batter","Max Scherzer"
"Called Strike",0.581,1.934,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.844,1.506,"Left-handed Batter","Max Scherzer"
"Ball",-1.24,2.79,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.85,2.29,"Left-handed Batter","Max Scherzer"
"Ball",-2.1,2.61,"Left-handed Batter","Max Scherzer"
"Ball",1.02,2.21,"Right-handed Batter","Max Scherzer"
"Ball",0.77,1.35,"Right-handed Batter","Max Scherzer"
"Ball",-1.46,3.59,"Left-handed Batter","Max Scherzer"
"Called Strike",-0.42,1.68,"Left-handed Batter","Max Scherzer"
"Ball",1.06,0.78,"Right-handed Batter","Max Scherzer"
"Ball",-1.04,2.32,"Left-handed Batter","Max Scherzer"
"Ball",1.75,2.27,"Left-handed Batter","Max Scherzer"
"Ball",-1.51,3.06,"Left-handed Batter","Max Scherzer"
"Ball",-2.26,3.51,"Left-handed Batter","Max Scherzer"
