"des","px","pz","stand","pitcher_name"
"Ball",-0.576,3.207,"Right-handed Batter","Justin Verlander"
"Ball",1.384,2.464,"Right-handed Batter","Justin Verlander"
"Ball",1.258,1.325,"Right-handed Batter","Justin Verlander"
"Ball",-0.188,4.403,"Right-handed Batter","Justin Verlander"
"Ball",-0.576,3.207,"Right-handed Batter","Justin Verlander"
"Ball",1.384,2.464,"Right-handed Batter","Justin Verlander"
"Ball",1.258,1.325,"Right-handed Batter","Justin Verlander"
"Ball",-0.188,4.403,"Right-handed Batter","Justin Verlander"
"Ball",-0.84,3.62,"Right-handed Batter","Justin Verlander"
"Ball",0.468,3.481,"Right-handed Batter","Justin Verlander"
"Ball",0.314,1.137,"Right-handed Batter","Justin Verlander"
"Called Strike",0.471,2.623,"Right-handed Batter","Justin Verlander"
"Ball",-0.84,3.62,"Right-handed Batter","Justin Verlander"
"Ball",0.468,3.481,"Right-handed Batter","Justin Verlander"
"Ball",0.314,1.137,"Right-handed Batter","Justin Verlander"
"Called Strike",0.471,2.623,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.027,1.937,"Left-handed Batter","Justin Verlander"
"Ball",-1.604,1.02,"Left-handed Batter","Justin Verlander"
"Called Strike",0.745,2.202,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.027,1.937,"Left-handed Batter","Justin Verlander"
"Ball",-1.604,1.02,"Left-handed Batter","Justin Verlander"
"Called Strike",0.745,2.202,"Left-handed Batter","Justin Verlander"
"Called Strike",0.121,2.596,"Right-handed Batter","Justin Verlander"
"Called Strike",0.121,2.596,"Right-handed Batter","Justin Verlander"
"Ball",-1.172,2.728,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.269,2.723,"Left-handed Batter","Justin Verlander"
"Ball",-1.942,2.394,"Left-handed Batter","Justin Verlander"
"Ball",-1.172,2.728,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.269,2.723,"Left-handed Batter","Justin Verlander"
"Ball",-1.942,2.394,"Left-handed Batter","Justin Verlander"
"Called Strike",0.477,2.014,"Right-handed Batter","Justin Verlander"
"Ball",-1.962,1.595,"Right-handed Batter","Justin Verlander"
"Ball",1.338,2.345,"Right-handed Batter","Justin Verlander"
"Called Strike",0.477,2.014,"Right-handed Batter","Justin Verlander"
"Ball",-1.962,1.595,"Right-handed Batter","Justin Verlander"
"Ball",1.338,2.345,"Right-handed Batter","Justin Verlander"
"Ball",-0.949,3.429,"Left-handed Batter","Justin Verlander"
"Ball",1.19,3.121,"Left-handed Batter","Justin Verlander"
"Ball",0.395,0.443,"Left-handed Batter","Justin Verlander"
"Ball",-1.356,2.948,"Left-handed Batter","Justin Verlander"
"Ball",-0.949,3.429,"Left-handed Batter","Justin Verlander"
"Ball",1.19,3.121,"Left-handed Batter","Justin Verlander"
"Ball",0.395,0.443,"Left-handed Batter","Justin Verlander"
"Ball",-1.356,2.948,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.693,3.243,"Left-handed Batter","Justin Verlander"
"Ball",-1.501,2.604,"Left-handed Batter","Justin Verlander"
"Ball",-2.168,2.442,"Left-handed Batter","Justin Verlander"
"Ball",0.607,1.841,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.172,2.434,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.693,3.243,"Left-handed Batter","Justin Verlander"
"Ball",-1.501,2.604,"Left-handed Batter","Justin Verlander"
"Ball",-2.168,2.442,"Left-handed Batter","Justin Verlander"
"Ball",0.607,1.841,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.172,2.434,"Left-handed Batter","Justin Verlander"
"Called Strike",0.747,2.76,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.933,2.892,"Left-handed Batter","Justin Verlander"
"Called Strike",0.747,2.76,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.933,2.892,"Left-handed Batter","Justin Verlander"
"Called Strike",0.453,3.444,"Right-handed Batter","Justin Verlander"
"Called Strike",0.453,3.444,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.143,2.926,"Right-handed Batter","Justin Verlander"
"Ball",0.581,0.71,"Right-handed Batter","Justin Verlander"
"Ball",0.056,0.772,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.143,2.926,"Right-handed Batter","Justin Verlander"
"Ball",0.581,0.71,"Right-handed Batter","Justin Verlander"
"Ball",0.056,0.772,"Right-handed Batter","Justin Verlander"
"Called Strike",0.236,3.097,"Left-handed Batter","Justin Verlander"
"Called Strike",0.236,3.097,"Left-handed Batter","Justin Verlander"
"Ball",-1.423,1.573,"Left-handed Batter","Justin Verlander"
"Ball",-0.656,1.379,"Left-handed Batter","Justin Verlander"
"Ball",-1.423,1.573,"Left-handed Batter","Justin Verlander"
"Ball",-0.656,1.379,"Left-handed Batter","Justin Verlander"
"Ball",-1.514,1.876,"Left-handed Batter","Justin Verlander"
"Ball",-1.514,1.876,"Left-handed Batter","Justin Verlander"
"Ball",0.991,2.171,"Right-handed Batter","Justin Verlander"
"Ball",0.991,2.171,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.168,2.856,"Right-handed Batter","Justin Verlander"
"Ball",-0.879,1.023,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.531,3.237,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.168,2.856,"Right-handed Batter","Justin Verlander"
"Ball",-0.879,1.023,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.531,3.237,"Right-handed Batter","Justin Verlander"
"Ball",-0.129,1.504,"Right-handed Batter","Justin Verlander"
"Ball",0.425,1.294,"Right-handed Batter","Justin Verlander"
"Ball",-0.129,1.504,"Right-handed Batter","Justin Verlander"
"Ball",0.425,1.294,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.604,2.259,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.604,2.259,"Left-handed Batter","Justin Verlander"
"Ball",-1.443,3.482,"Left-handed Batter","Justin Verlander"
"Ball",-1.346,2.21,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.205,2.595,"Left-handed Batter","Justin Verlander"
"Ball",-1.443,3.482,"Left-handed Batter","Justin Verlander"
"Ball",-1.346,2.21,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.205,2.595,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.824,3.02,"Right-handed Batter","Justin Verlander"
"Called Strike",0.694,1.734,"Right-handed Batter","Justin Verlander"
"Ball",1.747,2.808,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.824,3.02,"Right-handed Batter","Justin Verlander"
"Called Strike",0.694,1.734,"Right-handed Batter","Justin Verlander"
"Ball",1.747,2.808,"Right-handed Batter","Justin Verlander"
"Ball",-1.391,3.047,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.691,3.064,"Left-handed Batter","Justin Verlander"
"Ball",1.356,2.578,"Left-handed Batter","Justin Verlander"
"Ball",-1.391,3.047,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.691,3.064,"Left-handed Batter","Justin Verlander"
"Ball",1.356,2.578,"Left-handed Batter","Justin Verlander"
"Ball",-1.78,2.867,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.836,2.697,"Left-handed Batter","Justin Verlander"
"Ball",-1.78,2.867,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.836,2.697,"Left-handed Batter","Justin Verlander"
"Ball",-0.897,1.315,"Left-handed Batter","Justin Verlander"
"Called Strike",0.72,2.304,"Left-handed Batter","Justin Verlander"
"Ball",-2.131,2.554,"Left-handed Batter","Justin Verlander"
"Ball",1.34,1.269,"Left-handed Batter","Justin Verlander"
"Ball",1.008,2.377,"Left-handed Batter","Justin Verlander"
"Ball",-0.897,1.315,"Left-handed Batter","Justin Verlander"
"Called Strike",0.72,2.304,"Left-handed Batter","Justin Verlander"
"Ball",-2.131,2.554,"Left-handed Batter","Justin Verlander"
"Ball",1.34,1.269,"Left-handed Batter","Justin Verlander"
"Ball",1.008,2.377,"Left-handed Batter","Justin Verlander"
"Ball",-1.51,1.522,"Left-handed Batter","Justin Verlander"
"Ball",-1.51,1.522,"Left-handed Batter","Justin Verlander"
"Ball",1.854,0.98,"Right-handed Batter","Justin Verlander"
"Ball",0.121,0.623,"Right-handed Batter","Justin Verlander"
"Ball",-0.144,3.762,"Right-handed Batter","Justin Verlander"
"Ball",1.854,0.98,"Right-handed Batter","Justin Verlander"
"Ball",0.121,0.623,"Right-handed Batter","Justin Verlander"
"Ball",-0.144,3.762,"Right-handed Batter","Justin Verlander"
"Ball",-1.041,3.669,"Left-handed Batter","Justin Verlander"
"Ball",-1.345,2.834,"Left-handed Batter","Justin Verlander"
"Ball",-2.328,2.178,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.794,3.151,"Left-handed Batter","Justin Verlander"
"Ball",-1.041,3.669,"Left-handed Batter","Justin Verlander"
"Ball",-1.345,2.834,"Left-handed Batter","Justin Verlander"
"Ball",-2.328,2.178,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.794,3.151,"Left-handed Batter","Justin Verlander"
"Ball",-0.763,3.554,"Left-handed Batter","Justin Verlander"
"Ball",-0.715,3.663,"Left-handed Batter","Justin Verlander"
"Ball",-0.763,3.554,"Left-handed Batter","Justin Verlander"
"Ball",-0.715,3.663,"Left-handed Batter","Justin Verlander"
"Ball",-1.389,2.654,"Left-handed Batter","Justin Verlander"
"Ball",-1.913,2.419,"Left-handed Batter","Justin Verlander"
"Called Strike",0.212,2.355,"Left-handed Batter","Justin Verlander"
"Ball",-1.389,2.654,"Left-handed Batter","Justin Verlander"
"Ball",-1.913,2.419,"Left-handed Batter","Justin Verlander"
"Called Strike",0.212,2.355,"Left-handed Batter","Justin Verlander"
"Ball",-1.297,3.688,"Left-handed Batter","Justin Verlander"
"Ball",-0.255,1.226,"Left-handed Batter","Justin Verlander"
"Ball",-1.479,2.574,"Left-handed Batter","Justin Verlander"
"Ball",-0.871,1.58,"Left-handed Batter","Justin Verlander"
"Ball",-1.297,3.688,"Left-handed Batter","Justin Verlander"
"Ball",-0.255,1.226,"Left-handed Batter","Justin Verlander"
"Ball",-1.479,2.574,"Left-handed Batter","Justin Verlander"
"Ball",-0.871,1.58,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.759,2.124,"Left-handed Batter","Justin Verlander"
"Ball",1.294,2.302,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.759,2.124,"Left-handed Batter","Justin Verlander"
"Ball",1.294,2.302,"Left-handed Batter","Justin Verlander"
"Called Strike",0.498,2.656,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.485,2.814,"Left-handed Batter","Justin Verlander"
"Ball",1.6,0.105,"Left-handed Batter","Justin Verlander"
"Called Strike",0.498,2.656,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.485,2.814,"Left-handed Batter","Justin Verlander"
"Ball",1.6,0.105,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.136,2.486,"Right-handed Batter","Justin Verlander"
"Called Strike",0.281,2.447,"Right-handed Batter","Justin Verlander"
"Called Strike",0.543,2.812,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.136,2.486,"Right-handed Batter","Justin Verlander"
"Called Strike",0.281,2.447,"Right-handed Batter","Justin Verlander"
"Called Strike",0.543,2.812,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.919,2.378,"Left-handed Batter","Justin Verlander"
"Ball",-1.257,3.206,"Left-handed Batter","Justin Verlander"
"Ball",-0.834,1.517,"Left-handed Batter","Justin Verlander"
"Ball",-2.175,2.624,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.919,2.378,"Left-handed Batter","Justin Verlander"
"Ball",-1.257,3.206,"Left-handed Batter","Justin Verlander"
"Ball",-0.834,1.517,"Left-handed Batter","Justin Verlander"
"Ball",-2.175,2.624,"Left-handed Batter","Justin Verlander"
"Ball",0.636,1.673,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.545,3.414,"Right-handed Batter","Justin Verlander"
"Called Strike",0.521,1.96,"Right-handed Batter","Justin Verlander"
"Called Strike",0.813,2.346,"Right-handed Batter","Justin Verlander"
"Ball",0.636,1.673,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.545,3.414,"Right-handed Batter","Justin Verlander"
"Called Strike",0.521,1.96,"Right-handed Batter","Justin Verlander"
"Called Strike",0.813,2.346,"Right-handed Batter","Justin Verlander"
"Ball",-0.37,4.07,"Right-handed Batter","Justin Verlander"
"Ball",-0.37,4.07,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.36,2.17,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.36,2.17,"Left-handed Batter","Justin Verlander"
"Called Strike",0.77,2.16,"Right-handed Batter","Justin Verlander"
"Ball",-1.31,0.05,"Right-handed Batter","Justin Verlander"
"Called Strike",0.77,2.16,"Right-handed Batter","Justin Verlander"
"Ball",-1.31,0.05,"Right-handed Batter","Justin Verlander"
"Ball",-1.55,1.89,"Left-handed Batter","Justin Verlander"
"Ball",-1.8,2.58,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.13,2.01,"Left-handed Batter","Justin Verlander"
"Ball",0.63,2.07,"Left-handed Batter","Justin Verlander"
"Ball",-1.55,1.89,"Left-handed Batter","Justin Verlander"
"Ball",-1.8,2.58,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.13,2.01,"Left-handed Batter","Justin Verlander"
"Ball",0.63,2.07,"Left-handed Batter","Justin Verlander"
"Ball",-1.13,1.22,"Left-handed Batter","Justin Verlander"
"Ball",0.63,1.93,"Left-handed Batter","Justin Verlander"
"Ball",-1.13,1.22,"Left-handed Batter","Justin Verlander"
"Ball",0.63,1.93,"Left-handed Batter","Justin Verlander"
"Called Strike",0.74,2.42,"Right-handed Batter","Justin Verlander"
"Ball",1.13,2.43,"Right-handed Batter","Justin Verlander"
"Called Strike",0.74,2.42,"Right-handed Batter","Justin Verlander"
"Ball",1.13,2.43,"Right-handed Batter","Justin Verlander"
"Ball",0.34,4.09,"Right-handed Batter","Justin Verlander"
"Called Strike",0.11,2.59,"Right-handed Batter","Justin Verlander"
"Ball",0.34,4.09,"Right-handed Batter","Justin Verlander"
"Called Strike",0.11,2.59,"Right-handed Batter","Justin Verlander"
"Ball",0.2,3.78,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.03,2.13,"Right-handed Batter","Justin Verlander"
"Ball",0.75,1.39,"Right-handed Batter","Justin Verlander"
"Ball",-1.78,2.99,"Right-handed Batter","Justin Verlander"
"Ball",0.88,1.66,"Right-handed Batter","Justin Verlander"
"Ball",0.2,3.78,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.03,2.13,"Right-handed Batter","Justin Verlander"
"Ball",0.75,1.39,"Right-handed Batter","Justin Verlander"
"Ball",-1.78,2.99,"Right-handed Batter","Justin Verlander"
"Ball",0.88,1.66,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.19,2.37,"Left-handed Batter","Justin Verlander"
"Ball",-1.03,1.2,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.19,2.37,"Left-handed Batter","Justin Verlander"
"Ball",-1.03,1.2,"Left-handed Batter","Justin Verlander"
"Ball",-1.47,3.39,"Left-handed Batter","Justin Verlander"
"Ball",-1.47,3.39,"Left-handed Batter","Justin Verlander"
"Ball",-0.28,0.48,"Left-handed Batter","Justin Verlander"
"Ball",-1.31,3.28,"Left-handed Batter","Justin Verlander"
"Ball",-0.95,3.38,"Left-handed Batter","Justin Verlander"
"Ball",-0.28,0.48,"Left-handed Batter","Justin Verlander"
"Ball",-1.31,3.28,"Left-handed Batter","Justin Verlander"
"Ball",-0.95,3.38,"Left-handed Batter","Justin Verlander"
"Called Strike",0.53,1.75,"Right-handed Batter","Justin Verlander"
"Called Strike",0.97,3.26,"Right-handed Batter","Justin Verlander"
"Called Strike",0.53,1.75,"Right-handed Batter","Justin Verlander"
"Called Strike",0.97,3.26,"Right-handed Batter","Justin Verlander"
"Ball",0.94,4.08,"Right-handed Batter","Justin Verlander"
"Ball",-1.65,2.95,"Right-handed Batter","Justin Verlander"
"Ball",0.94,4.08,"Right-handed Batter","Justin Verlander"
"Ball",-1.65,2.95,"Right-handed Batter","Justin Verlander"
"Ball",-1.05,3.51,"Right-handed Batter","Justin Verlander"
"Ball",-1.05,3.51,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.75,2.81,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.75,2.81,"Right-handed Batter","Justin Verlander"
"Called Strike",0.23,2.01,"Left-handed Batter","Justin Verlander"
"Called Strike",0.23,2.01,"Left-handed Batter","Justin Verlander"
"Ball",-1.08,1.06,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.8,1.49,"Left-handed Batter","Justin Verlander"
"Ball",-1.08,1.06,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.8,1.49,"Left-handed Batter","Justin Verlander"
"Ball",0.92,2.23,"Right-handed Batter","Justin Verlander"
"Ball",1.16,1.08,"Right-handed Batter","Justin Verlander"
"Ball",0.92,2.23,"Right-handed Batter","Justin Verlander"
"Ball",1.16,1.08,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.05,1.89,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.02,2.18,"Left-handed Batter","Justin Verlander"
"Ball",-2.07,2.4,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.05,1.89,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.02,2.18,"Left-handed Batter","Justin Verlander"
"Ball",-2.07,2.4,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.49,2.47,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.49,2.47,"Left-handed Batter","Justin Verlander"
"Called Strike",0.19,2.83,"Right-handed Batter","Justin Verlander"
"Ball",1.43,1.81,"Right-handed Batter","Justin Verlander"
"Called Strike",0.19,2.83,"Right-handed Batter","Justin Verlander"
"Ball",1.43,1.81,"Right-handed Batter","Justin Verlander"
"Ball",-0.57,0.64,"Left-handed Batter","Justin Verlander"
"Ball",-0.57,0.64,"Left-handed Batter","Justin Verlander"
"Ball",1.08,2.73,"Right-handed Batter","Justin Verlander"
"Ball",0.61,0.82,"Right-handed Batter","Justin Verlander"
"Ball",0.46,3.68,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.34,2.25,"Right-handed Batter","Justin Verlander"
"Ball",0.03,1.13,"Right-handed Batter","Justin Verlander"
"Ball",1.08,2.73,"Right-handed Batter","Justin Verlander"
"Ball",0.61,0.82,"Right-handed Batter","Justin Verlander"
"Ball",0.46,3.68,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.34,2.25,"Right-handed Batter","Justin Verlander"
"Ball",0.03,1.13,"Right-handed Batter","Justin Verlander"
"Ball",0.903,1.995,"Right-handed Batter","Justin Verlander"
"Called Strike",0.3,1.856,"Right-handed Batter","Justin Verlander"
"Ball",0.055,3.377,"Right-handed Batter","Justin Verlander"
"Ball",0.031,1.09,"Right-handed Batter","Justin Verlander"
"Called Strike",0.751,3.08,"Right-handed Batter","Justin Verlander"
"Called Strike",-1.115,2.393,"Left-handed Batter","Justin Verlander"
"Ball",-1.234,2.611,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.011,2.009,"Left-handed Batter","Justin Verlander"
"Ball",-0.84,3.62,"Right-handed Batter","Justin Verlander"
"Ball",0.468,3.481,"Right-handed Batter","Justin Verlander"
"Ball",0.314,1.137,"Right-handed Batter","Justin Verlander"
"Called Strike",0.471,2.623,"Right-handed Batter","Justin Verlander"
"Ball",-0.84,3.62,"Right-handed Batter","Justin Verlander"
"Ball",0.468,3.481,"Right-handed Batter","Justin Verlander"
"Ball",0.314,1.137,"Right-handed Batter","Justin Verlander"
"Called Strike",0.471,2.623,"Right-handed Batter","Justin Verlander"
"Ball",-1.772,2.18,"Left-handed Batter","Justin Verlander"
"Called Strike",0.859,2.292,"Right-handed Batter","Justin Verlander"
"Called Strike",0.575,2.992,"Right-handed Batter","Justin Verlander"
"Called Strike",0.747,2.76,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.933,2.892,"Left-handed Batter","Justin Verlander"
"Called Strike",0.747,2.76,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.933,2.892,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.693,3.243,"Left-handed Batter","Justin Verlander"
"Ball",-1.501,2.604,"Left-handed Batter","Justin Verlander"
"Ball",-2.168,2.442,"Left-handed Batter","Justin Verlander"
"Ball",0.607,1.841,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.172,2.434,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.693,3.243,"Left-handed Batter","Justin Verlander"
"Ball",-1.501,2.604,"Left-handed Batter","Justin Verlander"
"Ball",-2.168,2.442,"Left-handed Batter","Justin Verlander"
"Ball",0.607,1.841,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.172,2.434,"Left-handed Batter","Justin Verlander"
"Ball",1.144,1.191,"Right-handed Batter","Justin Verlander"
"Ball",1.152,0.633,"Right-handed Batter","Justin Verlander"
"Called Strike",0.453,3.444,"Right-handed Batter","Justin Verlander"
"Called Strike",0.453,3.444,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.143,2.926,"Right-handed Batter","Justin Verlander"
"Ball",0.581,0.71,"Right-handed Batter","Justin Verlander"
"Ball",0.056,0.772,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.143,2.926,"Right-handed Batter","Justin Verlander"
"Ball",0.581,0.71,"Right-handed Batter","Justin Verlander"
"Ball",0.056,0.772,"Right-handed Batter","Justin Verlander"
"Ball",1.102,0.666,"Right-handed Batter","Justin Verlander"
"Called Strike",0.624,1.752,"Right-handed Batter","Justin Verlander"
"Called Strike",0.389,2.47,"Right-handed Batter","Justin Verlander"
"Ball",1.388,2.582,"Right-handed Batter","Justin Verlander"
"Ball",-1.443,3.542,"Right-handed Batter","Justin Verlander"
"Ball",1.388,2.582,"Right-handed Batter","Justin Verlander"
"Ball",-1.443,3.542,"Right-handed Batter","Justin Verlander"
"Ball",-1.423,1.573,"Left-handed Batter","Justin Verlander"
"Ball",-0.656,1.379,"Left-handed Batter","Justin Verlander"
"Ball",-1.423,1.573,"Left-handed Batter","Justin Verlander"
"Ball",-0.656,1.379,"Left-handed Batter","Justin Verlander"
"Called Strike",0.519,2.803,"Left-handed Batter","Justin Verlander"
"Ball",0.779,4.041,"Left-handed Batter","Justin Verlander"
"Ball",-0.08,0.477,"Left-handed Batter","Justin Verlander"
"Ball",-1.425,2.45,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.837,2.223,"Left-handed Batter","Justin Verlander"
"Ball",-1.353,1.388,"Left-handed Batter","Justin Verlander"
"Called Strike",0.037,2.166,"Right-handed Batter","Justin Verlander"
"Ball",0.845,2.882,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.231,2.142,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.394,3.13,"Right-handed Batter","Justin Verlander"
"Ball",0.98,1.367,"Right-handed Batter","Justin Verlander"
"Ball",-2.097,2.223,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.661,2.287,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.529,3.346,"Left-handed Batter","Justin Verlander"
"Ball",0.663,1.117,"Left-handed Batter","Justin Verlander"
"Ball",-1.483,3.958,"Left-handed Batter","Justin Verlander"
"Ball",1.855,0.758,"Right-handed Batter","Justin Verlander"
"Ball",0.588,0.718,"Right-handed Batter","Justin Verlander"
"Ball",0.84,1.175,"Right-handed Batter","Justin Verlander"
"Ball",1.027,3.665,"Left-handed Batter","Justin Verlander"
"Ball",1.027,3.665,"Left-handed Batter","Justin Verlander"
"Ball",-0.949,3.429,"Left-handed Batter","Justin Verlander"
"Ball",1.19,3.121,"Left-handed Batter","Justin Verlander"
"Ball",0.395,0.443,"Left-handed Batter","Justin Verlander"
"Ball",-1.356,2.948,"Left-handed Batter","Justin Verlander"
"Ball",-0.949,3.429,"Left-handed Batter","Justin Verlander"
"Ball",1.19,3.121,"Left-handed Batter","Justin Verlander"
"Ball",0.395,0.443,"Left-handed Batter","Justin Verlander"
"Ball",-1.356,2.948,"Left-handed Batter","Justin Verlander"
"Ball",-0.576,3.207,"Right-handed Batter","Justin Verlander"
"Ball",1.384,2.464,"Right-handed Batter","Justin Verlander"
"Ball",1.258,1.325,"Right-handed Batter","Justin Verlander"
"Ball",-0.188,4.403,"Right-handed Batter","Justin Verlander"
"Ball",-0.576,3.207,"Right-handed Batter","Justin Verlander"
"Ball",1.384,2.464,"Right-handed Batter","Justin Verlander"
"Ball",1.258,1.325,"Right-handed Batter","Justin Verlander"
"Ball",-0.188,4.403,"Right-handed Batter","Justin Verlander"
"Ball",0.95,2.549,"Left-handed Batter","Justin Verlander"
"Ball",-0.809,4.264,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.027,1.937,"Left-handed Batter","Justin Verlander"
"Ball",-1.604,1.02,"Left-handed Batter","Justin Verlander"
"Called Strike",0.745,2.202,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.027,1.937,"Left-handed Batter","Justin Verlander"
"Ball",-1.604,1.02,"Left-handed Batter","Justin Verlander"
"Called Strike",0.745,2.202,"Left-handed Batter","Justin Verlander"
"Ball",1.077,2.316,"Right-handed Batter","Justin Verlander"
"Called Strike",0.236,3.097,"Left-handed Batter","Justin Verlander"
"Called Strike",0.236,3.097,"Left-handed Batter","Justin Verlander"
"Ball",-1.502,2.33,"Right-handed Batter","Justin Verlander"
"Ball",-2.05,1.062,"Right-handed Batter","Justin Verlander"
"Ball",-1.364,2.431,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.175,2.778,"Left-handed Batter","Justin Verlander"
"Ball",-1.364,2.431,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.175,2.778,"Left-handed Batter","Justin Verlander"
"Ball",-2.222,2.27,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.399,1.764,"Left-handed Batter","Justin Verlander"
"Ball",-2.222,2.27,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.399,1.764,"Left-handed Batter","Justin Verlander"
"Ball",1.296,2.963,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.003,2.44,"Left-handed Batter","Justin Verlander"
"Ball",1.296,2.963,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.003,2.44,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.012,2.74,"Left-handed Batter","Justin Verlander"
"Ball",1.256,1.79,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.012,2.74,"Left-handed Batter","Justin Verlander"
"Ball",1.256,1.79,"Left-handed Batter","Justin Verlander"
"Called Strike",0.35,3.07,"Right-handed Batter","Justin Verlander"
"Called Strike",0.737,2.903,"Right-handed Batter","Justin Verlander"
"Ball",0.428,3.238,"Right-handed Batter","Justin Verlander"
"Ball",-0.718,3.979,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.732,2.819,"Right-handed Batter","Justin Verlander"
"Called Strike",0.35,3.07,"Right-handed Batter","Justin Verlander"
"Called Strike",0.737,2.903,"Right-handed Batter","Justin Verlander"
"Ball",0.428,3.238,"Right-handed Batter","Justin Verlander"
"Ball",-0.718,3.979,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.732,2.819,"Right-handed Batter","Justin Verlander"
"Called Strike",-1.139,2.4,"Left-handed Batter","Justin Verlander"
"Ball",0.313,0.977,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.109,2.414,"Left-handed Batter","Justin Verlander"
"Ball",1.014,3.388,"Left-handed Batter","Justin Verlander"
"Ball",-1.968,2.932,"Left-handed Batter","Justin Verlander"
"Ball",-1.744,3.834,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.139,2.4,"Left-handed Batter","Justin Verlander"
